Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-10-11 08:06:00,2025-10-11 17:48:12,9.703408006045844,2 Stops,Airbus A350,Business,Online Website,33688.954647677296,11053.343197151593,44742.29784482889,Regular,5.0
IndiGo,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-06-17 02:40:00,2025-06-17 03:44:46,1.0796832122107118,Direct,Airbus A320,Economy,Direct Booking,3566.704914558435,200.0,3766.704914558435,Regular,17.0
US-Bangla Airlines,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-02-07 11:22:00,2025-02-07 13:44:47,2.3797785809457017,Direct,Boeing 787,First Class,Online Website,44249.88209918026,8637.48231487704,52887.3644140573,Regular,12.0
IndiGo,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2026-01-11 12:42:00,2026-01-11 13:19:47,0.6299655648530712,Direct,Airbus A320,First Class,Direct Booking,16106.887400905322,200.0,16306.887400905322,Winter Holidays,37.0
Gulf Air,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-13 20:04:00,2025-10-14 09:58:27,13.907604713564762,1 Stop,Airbus A350,First Class,Travel Agency,45032.380471633536,12754.85707074503,57787.23754237857,Regular,21.0
SriLankan Airlines,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-12-14 10:59:00,2025-12-14 15:13:14,4.2374935464493975,Direct,Boeing 787,Business,Direct Booking,158371.6719020841,27755.75078531261,186127.42268739676,Winter Holidays,41.0
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-10-06 03:41:00,2025-10-06 06:33:26,2.87407987094608,Direct,Boeing 737,Economy,Direct Booking,46304.48629257854,12945.67294388678,59250.15923646532,Regular,44.0
Emirates,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-12-11 16:32:00,2025-12-11 19:41:03,3.1510026165229363,1 Stop,Boeing 737,First Class,Travel Agency,283278.57241707994,48491.78586256199,331770.35827964195,Winter Holidays,23.0
Thai Airways,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-07-12 18:53:00,2025-07-13 09:18:12,14.42001415094948,1 Stop,Boeing 777,Economy,Direct Booking,10971.764086823245,7645.764613023486,18617.528699846727,Regular,75.0
IndiGo,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-08-03 01:55:00,2025-08-03 08:45:15,6.837768914665079,2 Stops,Boeing 777,First Class,Direct Booking,148704.90494904347,26305.73574235652,175010.64069139998,Regular,54.0
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2025-04-02 05:24:00,2025-04-02 07:36:37,2.2105133577335776,Direct,Boeing 787,Economy,Travel Agency,55395.87745863927,10309.38161879589,65705.25907743516,Eid,64.0
Air Astra,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-09-14 19:01:00,2025-09-15 03:28:02,8.450794482762536,1 Stop,Airbus A350,Business,Travel Agency,108196.4360937629,22229.465414064434,130425.90150782734,Regular,77.0
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-12-26 06:56:00,2025-12-26 13:30:13,6.570438603657271,1 Stop,Airbus A350,First Class,Direct Booking,226316.3672578588,37947.45508867881,264263.8223465376,Winter Holidays,67.0
Biman Bangladesh Airlines,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-10-13 06:50:00,2025-10-13 12:12:15,5.371020414219186,1 Stop,Boeing 777,Economy,Travel Agency,8846.022275689938,5326.903341353491,14172.92561704343,Regular,66.0
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-02-28 21:28:00,2025-02-28 22:37:18,1.1552682164098824,Direct,Airbus A320,Business,Direct Booking,7110.744912418273,200.0,7310.744912418273,Regular,19.0
Gulf Air,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-06-30 17:19:00,2025-06-30 18:17:00,0.966733342557466,Direct,Airbus A320,Economy,Direct Booking,4342.166969638774,200.0,4542.166969638774,Regular,47.0
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",RJH,"Shah Makhdum Airport, Rajshahi",2025-02-04 13:15:00,2025-02-04 14:40:22,1.4230508025967834,Direct,Airbus A320,First Class,Online Website,11383.729356635757,200.0,11583.729356635757,Regular,24.0
SriLankan Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2025-05-24 18:53:00,2025-05-24 21:05:27,2.2075940653119903,1 Stop,Boeing 737,Business,Direct Booking,69748.9746315643,12462.346194734644,82211.32082629894,Regular,36.0
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-09-04 10:10:00,2025-09-04 13:04:24,2.906857319666974,1 Stop,Boeing 737,First Class,Online Website,26285.3105475429,5942.796582131435,32228.107129674336,Regular,12.0
Turkish Airlines,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-04-27 14:41:00,2025-04-27 19:25:36,4.743417840923062,Direct,Boeing 787,First Class,Online Website,256959.60949079835,42543.94142361975,299503.55091441807,Regular,7.0
Kuwait Airways,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-04-30 11:13:00,2025-04-30 14:53:48,3.6800711303100826,Direct,Boeing 737,First Class,Direct Booking,275149.6272224378,45272.44408336567,320422.0713058035,Regular,20.0
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",KUL,Kuala Lumpur International Airport,2025-05-24 12:17:00,2025-05-24 14:42:18,2.4217309297342573,Direct,Boeing 737,First Class,Online Website,177419.28403209135,32612.892604813704,210032.17663690503,Regular,51.0
AirAsia,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-11-21 16:51:00,2025-11-21 19:44:28,2.8911867373361586,Direct,Boeing 737,First Class,Direct Booking,142778.17413228203,27416.726119842304,170194.90025212432,Regular,12.0
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-06-18 04:38:00,2025-06-18 19:12:01,14.566994821537577,1 Stop,Boeing 777,First Class,Travel Agency,226782.4067106731,40017.36100660096,266799.7677172741,Regular,51.0
Turkish Airlines,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-07-21 19:06:00,2025-07-21 20:06:01,1.0003356766310283,Direct,Airbus A320,Economy,Travel Agency,3620.077950025072,200.0,3820.077950025072,Regular,25.0
Gulf Air,BZL,Barisal Airport,IST,Istanbul Airport,2025-02-17 07:49:00,2025-02-17 13:59:24,6.17339834714569,1 Stop,Boeing 777,Economy,Travel Agency,46558.24070146867,10983.7361052203,57541.97680668897,Regular,35.0
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-08-09 02:01:00,2025-08-09 02:40:46,0.6628975961830678,Direct,Airbus A320,Business,Travel Agency,8765.057236803552,200.0,8965.057236803552,Regular,31.0
Cathay Pacific,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2026-01-30 21:37:00,2026-01-31 11:02:59,13.433266378197423,2 Stops,Boeing 777,Economy,Travel Agency,16390.662041915093,8458.599306287264,24849.26134820236,Winter Holidays,59.0
Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-02-24 19:27:00,2025-02-25 02:27:58,7.0162112174287,1 Stop,Boeing 777,First Class,Direct Booking,255306.4135034909,42295.96202552364,297602.37552901456,Regular,38.0
Singapore Airlines,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-06-11 20:12:00,2025-06-11 21:25:58,1.2330189158425997,Direct,Airbus A320,Business,Direct Booking,9111.91973248658,200.0,9311.91973248658,Regular,20.0
Turkish Airlines,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-10-16 14:13:00,2025-10-16 20:09:24,5.940098177229068,1 Stop,Airbus A350,First Class,Online Website,117739.11364022928,21660.86704603439,139399.98068626368,Regular,73.0
FlyDubai,DAC,"Hazrat Shahjalal International Airport, Dhaka",SPD,Saidpur Airport,2025-05-15 13:35:00,2025-05-15 14:26:24,0.8567384038398104,Direct,Airbus A320,First Class,Travel Agency,10942.072855343187,200.0,11142.072855343187,Regular,6.0
Vistara,JSR,Jessore Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-02-21 16:57:00,2025-02-21 17:27:00,0.5,Direct,Airbus A320,First Class,Direct Booking,288220.9036443848,45233.13554665772,333454.03919104254,Regular,25.0
Malaysian Airlines,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-04-27 11:29:00,2025-04-27 12:26:03,0.9509108080380332,Direct,Airbus A320,First Class,Direct Booking,13732.607150061536,200.0,13932.607150061536,Regular,15.0
Thai Airways,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-08-14 20:53:00,2025-08-14 23:06:23,2.223325050008884,Direct,Boeing 787,First Class,Online Website,295275.14535737305,46291.27180360596,341566.417160979,Regular,19.0
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2026-01-06 13:31:00,2026-01-06 15:40:26,2.157298496157065,Direct,Boeing 787,First Class,Direct Booking,171629.80541636422,31744.470812454638,203374.27622881887,Winter Holidays,21.0
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-03-19 04:47:00,2025-03-19 05:54:49,1.1303679874915786,Direct,Airbus A320,Business,Online Website,5135.964449851203,200.0,5335.964449851203,Regular,9.0
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-04-24 18:41:00,2025-04-24 23:06:56,4.432478379354342,Direct,Boeing 787,First Class,Travel Agency,88218.50385990921,17232.77557898638,105451.27943889558,Regular,50.0
Biman Bangladesh Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2026-01-23 06:59:00,2026-01-23 08:57:36,1.9766938784288444,1 Stop,Boeing 737,Economy,Travel Agency,51215.17965475773,9682.27694821366,60897.45660297139,Winter Holidays,58.0
Qatar Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-09-06 18:55:00,2025-09-06 19:32:15,0.6210492236086538,Direct,Airbus A320,Business,Travel Agency,5572.423396910238,200.0,5772.423396910238,Regular,77.0
Saudia,CXB,Cox's Bazar Airport,ZYL,"Osmani International Airport, Sylhet",2025-05-31 11:14:00,2025-05-31 12:31:33,1.292741922773245,Direct,Airbus A320,Economy,Travel Agency,4163.549076006146,200.0,4363.549076006146,Regular,26.0
IndiGo,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-03-31 04:19:00,2025-03-31 17:40:12,13.353437997077032,1 Stop,Boeing 777,First Class,Travel Agency,76834.48953731467,17525.1734305972,94359.66296791186,Eid,9.0
NovoAir,SPD,Saidpur Airport,BZL,Barisal Airport,2025-09-08 10:04:00,2025-09-08 11:14:27,1.174244925955143,Direct,Airbus A320,First Class,Travel Agency,10977.129806292372,200.0,11177.129806292372,Regular,10.0
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-08-20 10:18:00,2025-08-20 10:54:29,0.6081477605681068,Direct,Airbus A320,Economy,Travel Agency,3780.0927042209873,200.0,3980.0927042209873,Regular,61.0
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-03-21 10:53:00,2025-03-21 16:22:00,5.483367148232416,1 Stop,Airbus A350,First Class,Direct Booking,203000.49897905195,34450.074846857795,237450.57382590976,Regular,73.0
Cathay Pacific,CXB,Cox's Bazar Airport,KUL,Kuala Lumpur International Airport,2025-07-05 07:39:00,2025-07-05 10:00:40,2.361335086941987,Direct,Boeing 737,Business,Travel Agency,40747.42505820752,12112.113758731128,52859.53881693864,Regular,71.0
Air India,SPD,Saidpur Airport,CGP,"Shah Amanat International Airport, Chittagong",2026-01-16 18:20:00,2026-01-16 19:53:16,1.554681003938199,Direct,Airbus A320,Business,Online Website,7748.118323917236,200.0,7948.118323917236,Winter Holidays,73.0
Kuwait Airways,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-03-15 21:43:00,2025-03-16 01:35:06,3.868437086260157,Direct,Boeing 737,Business,Online Website,21933.118909628265,7289.96783644424,29223.086746072506,Regular,21.0
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-04-14 08:04:00,2025-04-14 09:03:06,0.985078703018678,Direct,Airbus A320,Business,Travel Agency,7419.535816112276,200.0,7619.535816112276,Regular,14.0
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-07-03 10:51:00,2025-07-03 16:34:36,5.726735098083368,1 Stop,Boeing 777,Business,Travel Agency,114512.57684736417,21176.886527104623,135689.4633744688,Regular,86.0
Air Arabia,BZL,Barisal Airport,DXB,Dubai International Airport,2025-08-30 12:52:00,2025-08-30 17:03:07,4.185366471806117,1 Stop,Boeing 787,Business,Online Website,47272.73256253823,11090.909884380731,58363.642446918966,Regular,52.0
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-02-18 05:16:00,2025-02-18 07:58:10,2.70303098116085,1 Stop,Boeing 787,Business,Direct Booking,59154.04544106544,10873.106816159816,70027.15225722526,Regular,17.0
Air Arabia,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-07-21 05:49:00,2025-07-21 06:56:45,1.129292517088374,Direct,Airbus A320,Economy,Online Website,2686.3727583801524,200.0,2886.3727583801524,Regular,69.0
Malaysian Airlines,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-05-31 01:14:00,2025-05-31 04:15:15,3.0210176610024915,Direct,Boeing 787,Business,Travel Agency,120536.62765680108,24080.49414852016,144617.12180532125,Regular,28.0
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2026-02-01 19:24:00,2026-02-01 20:30:40,1.1111703370235793,Direct,Airbus A320,Economy,Direct Booking,3399.7432948873948,200.0,3599.7432948873948,Winter Holidays,44.0
Air Astra,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-05-10 11:41:00,2025-05-10 17:51:48,6.18006544809667,1 Stop,Airbus A350,Economy,Direct Booking,21435.55645819857,7215.333468729786,28650.88992692836,Regular,36.0
FlyDubai,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-06-11 09:56:00,2025-06-11 16:32:05,6.601496599248288,2 Stops,Airbus A350,First Class,Online Website,202801.8710193751,34420.280652906265,237222.15167228135,Regular,19.0
Vistara,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-03-30 17:54:00,2025-03-30 18:51:43,0.9619973766077996,Direct,Airbus A320,First Class,Travel Agency,17936.102915702282,200.0,18136.10291570228,Eid,10.0
Turkish Airlines,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-09-03 21:50:00,2025-09-03 23:58:19,2.1386886680716115,Direct,Boeing 737,Economy,Direct Booking,51692.15986971322,9753.823980456982,61445.9838501702,Regular,23.0
IndiGo,SPD,Saidpur Airport,IST,Istanbul Airport,2025-08-05 11:26:00,2025-08-05 18:21:46,6.929686756497535,1 Stop,Airbus A350,Economy,Direct Booking,52002.74636523784,11800.411954785675,63803.15832002351,Regular,67.0
Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-03-24 08:43:00,2025-03-24 18:38:33,9.925903004267074,1 Stop,Boeing 777,First Class,Online Website,261210.6498602673,45181.597479040094,306392.2473393074,Regular,9.0
Air India,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-06-20 07:08:00,2025-06-20 11:14:15,4.104390485561823,1 Stop,Boeing 787,Business,Direct Booking,61832.01644246513,13274.802466369769,75106.8189088349,Regular,40.0
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-04-11 13:42:00,2025-04-11 14:24:03,0.7009365954168021,Direct,Airbus A320,Business,Direct Booking,6345.423138470885,200.0,6545.423138470885,Regular,64.0
SriLankan Airlines,SPD,Saidpur Airport,LHR,London Heathrow Airport,2026-01-14 04:57:00,2026-01-14 12:50:40,7.894459220181315,1 Stop,Airbus A350,Business,Direct Booking,96060.19207591242,20409.028811386863,116469.22088729928,Winter Holidays,48.0
British Airways,ZYL,"Osmani International Airport, Sylhet",JED,"King Abdulaziz International Airport, Jeddah",2025-11-10 07:12:00,2025-11-10 13:27:45,6.2626885989963474,1 Stop,Airbus A350,Business,Travel Agency,55839.17795649269,12375.876693473903,68215.0546499666,Regular,73.0
Air India,JSR,Jessore Airport,SIN,Singapore Changi Airport,2025-07-12 13:53:00,2025-07-12 17:16:23,3.389944734397888,Direct,Boeing 787,Economy,Direct Booking,53267.31060244724,13990.096590367086,67257.40719281432,Regular,38.0
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-07-11 13:52:00,2025-07-11 14:44:14,0.8707541554836004,Direct,Airbus A320,Economy,Direct Booking,36670.99124318798,7500.648686478196,44171.63992966618,Regular,59.0
British Airways,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-07-22 15:02:00,2025-07-22 16:07:48,1.0967238567665458,Direct,Airbus A320,First Class,Direct Booking,11265.733972136311,200.0,11465.733972136311,Regular,19.0
NovoAir,CXB,Cox's Bazar Airport,KUL,Kuala Lumpur International Airport,2025-05-06 21:07:00,2025-05-06 23:35:18,2.4716667625274,1 Stop,Boeing 737,First Class,Online Website,124893.11167470584,24733.96675120588,149627.07842591172,Regular,26.0
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",RJH,"Shah Makhdum Airport, Rajshahi",2025-05-31 18:40:00,2025-05-31 20:09:12,1.4867584020522038,Direct,Airbus A320,First Class,Online Website,12456.787745615338,200.0,12656.787745615338,Regular,54.0
US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",CXB,Cox's Bazar Airport,2025-05-03 14:40:00,2025-05-03 15:59:13,1.3203672787824725,Direct,Airbus A320,Business,Online Website,6920.2316867763775,200.0,7120.2316867763775,Regular,31.0
Thai Airways,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2025-01-11 07:44:00,2025-01-11 17:03:50,9.330634882325503,1 Stop,Airbus A350,Business,Travel Agency,35728.108459099254,11359.216268864888,47087.324727964144,Regular,7.0
IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-02-18 07:36:00,2025-02-18 08:06:11,0.5032992126285659,Direct,Airbus A320,Business,Direct Booking,6892.064980551089,200.0,8510.477976661306,Regular,2.0
Lufthansa,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2026-01-09 05:03:00,2026-01-09 11:21:54,6.315267940889388,1 Stop,Airbus A350,Business,Online Website,49179.774485413305,11376.966172811995,60556.7406582253,Winter Holidays,33.0
